customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
CUST-1470,62,2,212.02,4,2,2,422,Potential Loyalists
CUST-1471,27,5,642.1099999999999,5,5,5,555,Champions
CUST-1472,86,4,470.17,3,4,4,344,Loyal Customers
CUST-1473,123,5,491.33,2,5,4,254,At Risk
CUST-1474,2,2,255.74,5,2,3,523,Potential Loyalists
CUST-1475,92,6,1064.78,3,5,5,355,Loyal Customers
CUST-1476,119,3,222.03000000000003,3,3,3,333,Loyal Customers
CUST-1477,324,1,113.66,1,1,2,112,Lost Customers
CUST-1478,13,5,279.25,5,5,3,553,Champions
CUST-1479,62,2,136.98,4,2,2,422,Potential Loyalists
CUST-1480,277,2,199.32999999999998,1,2,2,122,Lost Customers
CUST-1481,65,5,552.02,4,5,4,454,Champions
CUST-1482,155,2,262.92,2,2,3,223,Lost Customers
CUST-1483,11,2,156.21,5,2,2,522,Potential Loyalists
CUST-1484,65,5,202.24,4,5,2,452,Champions
CUST-1485,96,3,410.53,3,3,4,334,Loyal Customers
CUST-1486,52,4,899.63,4,4,5,445,Champions
CUST-1488,197,1,83.6,1,1,1,111,Lost Customers
CUST-1489,204,5,665.5400000000001,1,5,5,155,At Risk
CUST-1490,40,4,966.98,4,4,5,445,Champions
CUST-1491,46,2,446.1,4,2,4,424,Potential Loyalists
CUST-1492,81,1,243.04,3,1,3,313,New Customers
CUST-1493,12,2,90.85,5,2,1,521,Potential Loyalists
CUST-1494,15,3,500.69000000000005,5,3,4,534,Loyal Customers
CUST-1495,98,2,35.5,3,2,1,321,New Customers
CUST-1496,150,6,546.28,2,5,4,254,At Risk
CUST-1497,43,4,364.64,4,4,4,444,Champions
CUST-1498,83,1,69.1,3,1,1,311,New Customers
CUST-1499,117,4,648.41,3,4,5,345,Loyal Customers
CUST-1500,266,2,286.87,1,2,3,123,Lost Customers
CUST-1501,55,2,300.3,4,2,3,423,Potential Loyalists
CUST-1502,9,3,159.66,5,3,2,532,Loyal Customers
CUST-1503,52,5,746.3499999999999,4,5,5,455,Champions
CUST-1504,114,2,366.51,3,2,4,324,New Customers
CUST-1505,21,8,940.55,5,5,5,555,Champions
CUST-1506,7,3,302.78,5,3,3,533,Loyal Customers
CUST-1507,16,3,378.82,5,3,4,534,Loyal Customers
CUST-1508,92,4,351.42,3,4,3,343,Loyal Customers
CUST-1509,141,1,238.5,2,1,3,213,Lost Customers
CUST-1510,8,4,215.16,5,4,2,542,Champions
CUST-1511,58,3,617.63,4,3,5,435,Loyal Customers
CUST-1512,92,2,426.32,3,2,4,324,New Customers
CUST-1513,7,4,640.89,5,4,5,545,Champions
CUST-1514,14,4,483.08000000000004,5,4,4,544,Champions
CUST-1515,182,3,704.63,2,3,5,235,At Risk
CUST-1516,18,5,741.1800000000001,5,5,5,555,Champions
CUST-1517,99,4,195.5,3,4,2,342,Loyal Customers
CUST-1518,115,2,545.91,3,2,4,324,New Customers
CUST-1519,114,4,959.46,3,4,5,345,Loyal Customers
CUST-1520,253,3,445.94,1,3,4,134,At Risk
CUST-1521,209,2,232.54,1,2,3,123,Lost Customers
CUST-1522,200,4,511.65000000000003,1,4,4,144,At Risk
CUST-1523,79,5,509.97,3,5,4,354,Loyal Customers
CUST-1524,5,3,558.24,5,3,4,534,Loyal Customers
CUST-1525,163,4,408.51,2,4,4,244,At Risk
CUST-1526,63,1,18.66,4,1,1,411,Potential Loyalists
CUST-1527,114,6,670.49,3,5,5,355,Loyal Customers
CUST-1528,9,6,1179.51,5,5,5,555,Champions
CUST-1529,23,1,24.97,5,1,1,511,Potential Loyalists
CUST-1530,10,3,219.43,5,3,2,532,Loyal Customers
CUST-1531,83,6,303.06,3,5,3,353,Loyal Customers
CUST-1532,11,8,1428.44,5,5,5,555,Champions
CUST-1533,189,2,382.49,2,2,4,224,Lost Customers
CUST-1534,151,2,213.07,2,2,2,222,Lost Customers
CUST-1535,241,1,101.14,1,1,1,111,Lost Customers
CUST-1536,11,5,392.17,5,5,4,554,Champions
CUST-1537,62,5,543.35,4,5,4,454,Champions
CUST-1538,289,1,220.6,1,1,3,113,Lost Customers
CUST-1539,261,1,62.81,1,1,1,111,Lost Customers
CUST-1540,141,4,424.83,2,4,4,244,At Risk
CUST-1541,4,3,413.68,5,3,4,534,Loyal Customers
CUST-1542,40,4,404.25,4,4,4,444,Champions
CUST-1543,67,3,271.98,4,3,3,433,Loyal Customers
CUST-1544,6,3,481.43000000000006,5,3,4,534,Loyal Customers
CUST-1545,337,1,77.49,1,1,1,111,Lost Customers
CUST-1546,44,5,369.94,4,5,4,454,Champions
CUST-1547,264,2,190.99,1,2,2,122,Lost Customers
CUST-1548,17,5,741.38,5,5,5,555,Champions
CUST-1549,1,7,974.71,5,5,5,555,Champions
CUST-1550,275,1,57.07,1,1,1,111,Lost Customers
CUST-1551,178,5,502.29999999999995,2,5,4,254,At Risk
CUST-1552,51,5,973.64,4,5,5,455,Champions
CUST-1553,274,1,40.76,1,1,1,111,Lost Customers
CUST-1554,11,3,353.33000000000004,5,3,3,533,Loyal Customers
CUST-1555,90,4,859.11,3,4,5,345,Loyal Customers
CUST-1556,23,9,814.22,5,5,5,555,Champions
CUST-1557,37,2,169.32,4,2,2,422,Potential Loyalists
CUST-1558,51,5,549.0699999999999,4,5,4,454,Champions
CUST-1559,19,7,666.79,5,5,5,555,Champions
CUST-1560,47,7,1810.5,4,5,5,455,Champions
CUST-1561,211,1,160.18,1,1,2,112,Lost Customers
CUST-1562,177,2,165.37,2,2,2,222,Lost Customers
CUST-1563,7,4,356.6,5,4,3,543,Champions
CUST-1564,162,4,651.93,2,4,5,245,At Risk
CUST-1565,4,5,838.71,5,5,5,555,Champions
CUST-1566,189,1,299.49,2,1,3,213,Lost Customers
CUST-1567,207,1,63.76,1,1,1,111,Lost Customers
CUST-1568,11,4,631.7399999999999,5,4,5,545,Champions
CUST-1569,82,5,529.67,3,5,4,354,Loyal Customers
CUST-1570,2,4,322.53,5,4,3,543,Champions
CUST-1571,66,5,460.20000000000005,4,5,4,454,Champions
CUST-1572,138,2,280.86,2,2,3,223,Lost Customers
CUST-1573,21,2,171.76,5,2,2,522,Potential Loyalists
CUST-1574,88,4,635.95,3,4,5,345,Loyal Customers
CUST-1575,22,1,25.82,5,1,1,511,Potential Loyalists
CUST-1576,82,6,1354.33,3,5,5,355,Loyal Customers
CUST-1577,214,1,41.14,1,1,1,111,Lost Customers
CUST-1578,225,4,452.63,1,4,4,144,At Risk
CUST-1579,32,4,576.87,4,4,5,445,Champions
CUST-1580,38,4,167.35,4,4,2,442,Champions
CUST-1581,261,2,301.35,1,2,3,123,Lost Customers
CUST-1582,62,4,551.48,4,4,4,444,Champions
CUST-1583,158,4,292.72,2,4,3,243,At Risk
CUST-1584,72,3,545.05,3,3,4,334,Loyal Customers
CUST-1585,271,1,51.31,1,1,1,111,Lost Customers
CUST-1586,106,2,413.32000000000005,3,2,4,324,New Customers
CUST-1587,41,1,21.36,4,1,1,411,Potential Loyalists
CUST-1588,151,4,576.16,2,4,5,245,At Risk
CUST-1589,219,2,193.59,1,2,2,122,Lost Customers
CUST-1590,101,2,311.72,3,2,3,323,New Customers
CUST-1591,172,3,188.21,2,3,2,232,At Risk
CUST-1592,9,3,491.39000000000004,5,3,4,534,Loyal Customers
CUST-1593,176,2,237.32,2,2,3,223,Lost Customers
CUST-1594,230,2,523.81,1,2,4,124,Lost Customers
CUST-1595,11,7,369.46999999999997,5,5,4,554,Champions
CUST-1596,60,4,653.54,4,4,5,445,Champions
CUST-1597,220,2,120.75,1,2,2,122,Lost Customers
CUST-1598,29,3,452.71999999999997,5,3,4,534,Loyal Customers
CUST-1599,264,1,52.17,1,1,1,111,Lost Customers
CUST-1600,12,7,998.97,5,5,5,555,Champions
CUST-1601,14,6,684.5699999999999,5,5,5,555,Champions
CUST-1602,233,2,134.44,1,2,2,122,Lost Customers
CUST-1603,250,2,350.58,1,2,3,123,Lost Customers
CUST-1604,28,4,320.46,5,4,3,543,Champions
CUST-1605,4,6,951.9,5,5,5,555,Champions
CUST-1607,196,4,543.51,1,4,4,144,At Risk
CUST-1608,46,3,175.41,4,3,2,432,Loyal Customers
CUST-1609,58,2,227.79000000000002,4,2,3,423,Potential Loyalists
CUST-1610,43,3,206.57,4,3,2,432,Loyal Customers
CUST-1611,231,1,95.52,1,1,1,111,Lost Customers
CUST-1612,4,8,615.4,5,5,5,555,Champions
CUST-1613,10,4,579.83,5,4,5,545,Champions
CUST-1614,183,2,141.98,2,2,2,222,Lost Customers
CUST-1615,12,3,314.82,5,3,3,533,Loyal Customers
CUST-1616,337,1,521.32,1,1,4,114,Lost Customers
CUST-1617,124,1,38.65,2,1,1,211,Lost Customers
CUST-1619,7,4,521.25,5,4,4,544,Champions
CUST-1620,24,3,600.66,5,3,5,535,Loyal Customers
CUST-1621,316,1,33.71,1,1,1,111,Lost Customers
CUST-1622,131,1,133.59,2,1,2,212,Lost Customers
CUST-1623,113,2,120.02,3,2,2,322,New Customers
CUST-1624,325,1,99.64,1,1,1,111,Lost Customers
CUST-1625,92,2,100.72,3,2,1,321,New Customers
CUST-1626,164,4,260.52,2,4,3,243,At Risk
CUST-1627,171,3,589.06,2,3,5,235,At Risk
CUST-1628,165,4,543.57,2,4,4,244,At Risk
CUST-1629,14,2,69.57,5,2,1,521,Potential Loyalists
CUST-1630,128,2,264.81,2,2,3,223,Lost Customers
CUST-1631,95,1,138.21,3,1,2,312,New Customers
CUST-1632,229,1,40.56,1,1,1,111,Lost Customers
CUST-1633,21,4,471.49,5,4,4,544,Champions
CUST-1634,14,2,396.11,5,2,4,524,Potential Loyalists
CUST-1635,4,5,947.6000000000001,5,5,5,555,Champions
CUST-1636,43,1,96.54,4,1,1,411,Potential Loyalists
CUST-1637,98,7,1026.8,3,5,5,355,Loyal Customers
CUST-1638,23,5,627.51,5,5,5,555,Champions
CUST-1639,189,4,667.0699999999999,2,4,5,245,At Risk
CUST-1640,176,2,467.22,2,2,4,224,Lost Customers
CUST-1641,172,4,433.41999999999996,2,4,4,244,At Risk
CUST-1642,65,4,403.46000000000004,4,4,4,444,Champions
CUST-1643,112,3,291.67,3,3,3,333,Loyal Customers
CUST-1644,128,2,52.13,2,2,1,221,Lost Customers
CUST-1645,60,7,1053.34,4,5,5,455,Champions
CUST-1646,264,2,244.45999999999998,1,2,3,123,Lost Customers
CUST-1647,31,5,953.41,4,5,5,455,Champions
CUST-1648,125,3,289.75,2,3,3,233,At Risk
CUST-1649,88,2,523.1,3,2,4,324,New Customers
CUST-1650,124,6,623.28,2,5,5,255,At Risk
CUST-1651,25,3,519.4,5,3,4,534,Loyal Customers
CUST-1652,133,3,385.61,2,3,4,234,At Risk
CUST-1653,52,1,14.65,4,1,1,411,Potential Loyalists
CUST-1654,213,2,414.65000000000003,1,2,4,124,Lost Customers
CUST-1655,13,4,981.1899999999999,5,4,5,545,Champions
CUST-1656,115,4,231.23,3,4,3,343,Loyal Customers
CUST-1657,42,5,751.94,4,5,5,455,Champions
CUST-1658,57,4,217.72,4,4,2,442,Champions
CUST-1659,173,3,604.7,2,3,5,235,At Risk
CUST-1660,6,2,103.05,5,2,1,521,Potential Loyalists
CUST-1661,279,2,455.99,1,2,4,124,Lost Customers
CUST-1662,45,2,662.38,4,2,5,425,Potential Loyalists
CUST-1663,57,7,1767.33,4,5,5,455,Champions
CUST-1664,41,6,797.55,4,5,5,455,Champions
CUST-1665,94,4,539.9399999999999,3,4,4,344,Loyal Customers
CUST-1666,170,4,712.52,2,4,5,245,At Risk
CUST-1667,144,2,473.2,2,2,4,224,Lost Customers
CUST-1668,288,2,249.33,1,2,3,123,Lost Customers
CUST-1669,46,2,105.88999999999999,4,2,1,421,Potential Loyalists
CUST-1670,30,1,344.42,5,1,3,513,Potential Loyalists
CUST-1671,87,5,420.2,3,5,4,354,Loyal Customers
CUST-1672,4,5,954.9100000000001,5,5,5,555,Champions
CUST-1673,26,8,1419.51,5,5,5,555,Champions
CUST-1674,112,4,252.64000000000001,3,4,3,343,Loyal Customers
CUST-1675,254,2,232.24,1,2,3,123,Lost Customers
CUST-1676,14,5,666.19,5,5,5,555,Champions
CUST-1677,73,3,721.15,3,3,5,335,Loyal Customers
CUST-1678,53,3,295.59000000000003,4,3,3,433,Loyal Customers
CUST-1679,133,3,290.67,2,3,3,233,At Risk
CUST-1680,215,4,608.27,1,4,5,145,At Risk
CUST-1681,129,2,248.06,2,2,3,223,Lost Customers
CUST-1682,59,3,181.43,4,3,2,432,Loyal Customers
CUST-1684,3,6,568.3,5,5,4,554,Champions
CUST-1685,141,2,358.41,2,2,3,223,Lost Customers
CUST-1686,5,7,693.51,5,5,5,555,Champions
CUST-1687,65,3,184.23,4,3,2,432,Loyal Customers
CUST-1688,218,3,243.35,1,3,3,133,At Risk
CUST-1689,126,5,962.73,2,5,5,255,At Risk
CUST-1690,175,5,387.9,2,5,4,254,At Risk
CUST-1691,163,2,169.44,2,2,2,222,Lost Customers
CUST-1692,226,1,20.48,1,1,1,111,Lost Customers
CUST-1693,108,1,60.57,3,1,1,311,New Customers
CUST-1694,141,3,945.36,2,3,5,235,At Risk
CUST-1695,1,6,831.8299999999999,5,5,5,555,Champions
CUST-1696,50,3,259.65,4,3,3,433,Loyal Customers
CUST-1697,218,3,670.5899999999999,1,3,5,135,At Risk
CUST-1698,72,6,644.31,3,5,5,355,Loyal Customers
CUST-1699,112,4,173.85,3,4,2,342,Loyal Customers
CUST-1700,27,3,340.53000000000003,5,3,3,533,Loyal Customers
CUST-1701,1,3,160.79,5,3,2,532,Loyal Customers
CUST-1702,13,4,394.79,5,4,4,544,Champions
CUST-1703,6,8,1060.64,5,5,5,555,Champions
CUST-1705,37,3,160.32,4,3,2,432,Loyal Customers
CUST-1706,18,6,569.96,5,5,4,554,Champions
CUST-1707,78,1,520.24,3,1,4,314,New Customers
CUST-1708,25,3,384.90000000000003,5,3,4,534,Loyal Customers
CUST-1709,49,3,593.43,4,3,5,435,Loyal Customers
CUST-1710,44,6,595.0,4,5,5,455,Champions
CUST-1711,351,2,131.23,1,2,2,122,Lost Customers
CUST-1712,84,3,294.18,3,3,3,333,Loyal Customers
CUST-1713,53,4,566.4300000000001,4,4,4,444,Champions
CUST-1714,87,2,232.15,3,2,3,323,New Customers
CUST-1715,56,2,138.96,4,2,2,422,Potential Loyalists
CUST-1716,250,1,75.57,1,1,1,111,Lost Customers
CUST-1717,43,3,554.7,4,3,4,434,Loyal Customers
CUST-1718,76,3,270.99,3,3,3,333,Loyal Customers
CUST-1719,218,2,342.45000000000005,1,2,3,123,Lost Customers
CUST-1720,15,3,882.6999999999999,5,3,5,535,Loyal Customers
CUST-1721,38,5,204.38,4,5,2,452,Champions
CUST-1722,50,3,177.27,4,3,2,432,Loyal Customers
CUST-1723,222,1,375.45,1,1,4,114,Lost Customers
CUST-1724,126,2,208.67000000000002,2,2,2,222,Lost Customers
CUST-1725,16,4,701.99,5,4,5,545,Champions
CUST-1726,100,4,436.37,3,4,4,344,Loyal Customers
CUST-1727,124,3,857.8399999999999,2,3,5,235,At Risk
CUST-1728,14,1,47.71,5,1,1,511,Potential Loyalists
CUST-1729,53,3,402.79999999999995,4,3,4,434,Loyal Customers
CUST-1730,62,4,423.43,4,4,4,444,Champions
CUST-1731,53,4,566.6800000000001,4,4,4,444,Champions
CUST-1733,39,8,1773.95,4,5,5,455,Champions
CUST-1734,26,3,319.1,5,3,3,533,Loyal Customers
CUST-1735,28,2,415.86,5,2,4,524,Potential Loyalists
CUST-1736,6,3,299.22,5,3,3,533,Loyal Customers
CUST-1737,41,3,561.3,4,3,4,434,Loyal Customers
CUST-1738,130,4,1037.76,2,4,5,245,At Risk
CUST-1739,24,8,752.27,5,5,5,555,Champions
CUST-1740,16,3,264.14,5,3,3,533,Loyal Customers
CUST-1741,44,8,866.67,4,5,5,455,Champions
CUST-1742,182,2,597.6,2,2,5,225,Lost Customers
CUST-1743,23,3,332.57000000000005,5,3,3,533,Loyal Customers
CUST-1744,8,4,605.16,5,4,5,545,Champions
CUST-1745,157,3,670.62,2,3,5,235,At Risk
CUST-1746,39,5,1150.15,4,5,5,455,Champions
CUST-1747,78,5,300.92,3,5,3,353,Loyal Customers
CUST-1748,8,4,595.35,5,4,5,545,Champions
CUST-1749,255,1,72.0,1,1,1,111,Lost Customers
CUST-1750,194,2,212.04,2,2,2,222,Lost Customers
CUST-1751,91,4,429.15,3,4,4,344,Loyal Customers
CUST-1752,9,1,133.4,5,1,2,512,Potential Loyalists
CUST-1753,48,3,880.52,4,3,5,435,Loyal Customers
CUST-1754,115,2,241.76,3,2,3,323,New Customers
CUST-1755,70,2,496.0,3,2,4,324,New Customers
CUST-1756,211,1,81.71,1,1,1,111,Lost Customers
CUST-1757,338,2,273.06,1,2,3,123,Lost Customers
CUST-1758,12,4,362.68,5,4,4,544,Champions
CUST-1759,122,4,310.05,2,4,3,243,At Risk
CUST-1761,6,5,1657.04,5,5,5,555,Champions
CUST-1762,213,4,713.98,1,4,5,145,At Risk
CUST-1763,152,1,173.11,2,1,2,212,Lost Customers
CUST-1764,29,3,177.7,5,3,2,532,Loyal Customers
CUST-1765,44,6,745.6,4,5,5,455,Champions
CUST-1766,43,10,1893.22,4,5,5,455,Champions
CUST-1768,256,1,22.94,1,1,1,111,Lost Customers
CUST-1769,4,6,637.6999999999999,5,5,5,555,Champions
CUST-1770,61,1,116.68,4,1,2,412,Potential Loyalists
CUST-1771,85,6,245.03,3,5,3,353,Loyal Customers
CUST-1772,44,2,182.85000000000002,4,2,2,422,Potential Loyalists
CUST-1773,91,4,780.31,3,4,5,345,Loyal Customers
CUST-1774,168,4,572.26,2,4,4,244,At Risk
CUST-1775,45,4,450.55,4,4,4,444,Champions
CUST-1776,45,5,271.76,4,5,3,453,Champions
CUST-1777,223,3,665.6800000000001,1,3,5,135,At Risk
CUST-1778,165,1,264.8,2,1,3,213,Lost Customers
CUST-1779,174,4,412.31,2,4,4,244,At Risk
CUST-1780,94,2,345.01,3,2,3,323,New Customers
CUST-1781,239,2,179.38,1,2,2,122,Lost Customers
CUST-1782,27,1,48.44,5,1,1,511,Potential Loyalists
CUST-1783,5,3,261.33,5,3,3,533,Loyal Customers
CUST-1785,75,4,651.6,3,4,5,345,Loyal Customers
CUST-1786,284,2,687.48,1,2,5,125,Lost Customers
CUST-1787,80,3,391.62,3,3,4,334,Loyal Customers
CUST-1788,314,1,73.42,1,1,1,111,Lost Customers
CUST-1789,26,5,401.45,5,5,4,554,Champions
CUST-1790,96,5,1003.96,3,5,5,355,Loyal Customers
CUST-1791,356,1,82.2,1,1,1,111,Lost Customers
CUST-1792,63,4,394.82,4,4,4,444,Champions
CUST-1793,27,6,547.88,5,5,4,554,Champions
CUST-1794,156,4,595.38,2,4,5,245,At Risk
CUST-1795,29,5,503.36,5,5,4,554,Champions
CUST-1797,86,4,867.19,3,4,5,345,Loyal Customers
CUST-1798,11,7,1323.1399999999999,5,5,5,555,Champions
CUST-1799,54,5,1275.25,4,5,5,455,Champions
CUST-1800,6,4,639.85,5,4,5,545,Champions
CUST-1801,223,3,270.72,1,3,3,133,At Risk
CUST-1802,105,2,70.15,3,2,1,321,New Customers
CUST-1803,6,8,724.69,5,5,5,555,Champions
CUST-1804,90,5,795.32,3,5,5,355,Loyal Customers
CUST-1806,247,1,26.54,1,1,1,111,Lost Customers
CUST-1807,23,3,652.52,5,3,5,535,Loyal Customers
CUST-1808,335,1,21.39,1,1,1,111,Lost Customers
CUST-1809,124,5,293.31,2,5,3,253,At Risk
CUST-1810,33,2,208.81,4,2,2,422,Potential Loyalists
CUST-1811,132,3,724.5,2,3,5,235,At Risk
CUST-1812,107,5,391.87,3,5,4,354,Loyal Customers
CUST-1813,116,5,516.78,3,5,4,354,Loyal Customers
CUST-1814,11,4,892.71,5,4,5,545,Champions
CUST-1815,219,3,68.66,1,3,1,131,At Risk
CUST-1816,130,3,375.78,2,3,4,234,At Risk
CUST-1817,26,4,1212.5,5,4,5,545,Champions
CUST-1818,19,2,95.92,5,2,1,521,Potential Loyalists
CUST-1819,9,4,446.5400000000001,5,4,4,544,Champions
CUST-1820,166,3,309.48,2,3,3,233,At Risk
CUST-1821,18,6,486.59000000000003,5,5,4,554,Champions
CUST-1822,13,2,139.39,5,2,2,522,Potential Loyalists
CUST-1823,16,6,1023.78,5,5,5,555,Champions
CUST-1824,252,2,116.73,1,2,2,122,Lost Customers
CUST-1825,258,1,16.94,1,1,1,111,Lost Customers
CUST-1826,61,4,344.52,4,4,3,443,Champions
CUST-1827,2,4,292.37,5,4,3,543,Champions
CUST-1828,6,3,293.62,5,3,3,533,Loyal Customers
CUST-1830,121,2,134.82,2,2,2,222,Lost Customers
CUST-1831,101,6,1575.3500000000001,3,5,5,355,Loyal Customers
CUST-1832,29,2,78.84,5,2,1,521,Potential Loyalists
CUST-1833,77,2,343.02000000000004,3,2,3,323,New Customers
CUST-1834,12,3,1163.24,5,3,5,535,Loyal Customers
CUST-1835,226,1,48.45,1,1,1,111,Lost Customers
CUST-1836,36,3,598.48,4,3,5,435,Loyal Customers
CUST-1837,187,2,223.11,2,2,3,223,Lost Customers
CUST-1839,138,3,321.96000000000004,2,3,3,233,At Risk
CUST-1840,76,5,836.0799999999999,3,5,5,355,Loyal Customers
CUST-1841,96,3,296.41,3,3,3,333,Loyal Customers
CUST-1842,67,2,345.97,4,2,3,423,Potential Loyalists
CUST-1843,144,1,175.83,2,1,2,212,Lost Customers
CUST-1844,83,7,609.83,3,5,5,355,Loyal Customers
CUST-1845,10,3,270.98,5,3,3,533,Loyal Customers
CUST-1846,67,4,244.20999999999998,4,4,3,443,Champions
CUST-1847,274,2,448.72,1,2,4,124,Lost Customers
CUST-1848,61,3,365.12,4,3,4,434,Loyal Customers
CUST-1849,50,2,111.32,4,2,2,422,Potential Loyalists
CUST-1850,106,2,130.44,3,2,2,322,New Customers
CUST-1851,86,7,1237.16,3,5,5,355,Loyal Customers
CUST-1852,28,4,744.28,5,4,5,545,Champions
CUST-1853,22,2,99.64,5,2,1,521,Potential Loyalists
CUST-1855,101,3,528.45,3,3,4,334,Loyal Customers
CUST-1856,283,1,778.75,1,1,5,115,Lost Customers
CUST-1857,29,5,747.17,5,5,5,555,Champions
CUST-1858,5,5,1258.78,5,5,5,555,Champions
CUST-1859,147,4,206.35,2,4,2,242,At Risk
CUST-1860,118,2,130.85999999999999,3,2,2,322,New Customers
CUST-1861,211,3,471.51,1,3,4,134,At Risk
CUST-1862,289,2,408.7,1,2,4,124,Lost Customers
CUST-1863,38,5,718.84,4,5,5,455,Champions
CUST-1864,135,7,1301.33,2,5,5,255,At Risk
CUST-1865,8,5,542.4,5,5,4,554,Champions
CUST-1866,129,3,217.1,2,3,2,232,At Risk
CUST-1867,90,3,531.6899999999999,3,3,4,334,Loyal Customers
CUST-1868,95,4,267.37,3,4,3,343,Loyal Customers
CUST-1869,132,3,389.21999999999997,2,3,4,234,At Risk
CUST-1870,8,4,160.93,5,4,2,542,Champions
CUST-1871,36,4,301.88,4,4,3,443,Champions
CUST-1872,235,1,97.57,1,1,1,111,Lost Customers
CUST-1873,117,2,190.75,3,2,2,322,New Customers
CUST-1874,24,1,64.48,5,1,1,511,Potential Loyalists
CUST-1875,270,3,591.39,1,3,5,135,At Risk
CUST-1876,97,7,471.24,3,5,4,354,Loyal Customers
CUST-1877,1,3,382.18,5,3,4,534,Loyal Customers
CUST-1878,23,2,136.07,5,2,2,522,Potential Loyalists
CUST-1879,5,7,382.32000000000005,5,5,4,554,Champions
CUST-1880,14,4,678.3,5,4,5,545,Champions
CUST-1881,58,2,127.19,4,2,2,422,Potential Loyalists
CUST-1882,154,4,483.69,2,4,4,244,At Risk
CUST-1883,20,5,1637.71,5,5,5,555,Champions
CUST-1884,191,3,879.1800000000001,2,3,5,235,At Risk
CUST-1885,52,2,241.96,4,2,3,423,Potential Loyalists
CUST-1886,136,3,418.21000000000004,2,3,4,234,At Risk
CUST-1887,4,5,606.67,5,5,5,555,Champions
CUST-1888,51,6,1540.0,4,5,5,455,Champions
CUST-1889,3,4,230.91,5,4,3,543,Champions
CUST-1890,57,6,1143.17,4,5,5,455,Champions
CUST-1891,32,6,588.46,4,5,5,455,Champions
CUST-1892,131,4,693.26,2,4,5,245,At Risk
CUST-1893,258,2,129.69,1,2,2,122,Lost Customers
CUST-1894,122,6,236.34,2,5,3,253,At Risk
CUST-1895,163,2,299.27,2,2,3,223,Lost Customers
CUST-1896,33,5,232.77,4,5,3,453,Champions
CUST-1897,189,4,1432.9,2,4,5,245,At Risk
CUST-1898,100,1,121.67,3,1,2,312,New Customers
CUST-1899,285,1,63.28,1,1,1,111,Lost Customers
CUST-1900,18,3,288.26,5,3,3,533,Loyal Customers
CUST-1902,51,4,445.15999999999997,4,4,4,444,Champions
CUST-1903,135,1,22.95,2,1,1,211,Lost Customers
CUST-1904,8,5,422.01,5,5,4,554,Champions
CUST-1905,135,1,61.33,2,1,1,211,Lost Customers
CUST-1906,14,2,422.03999999999996,5,2,4,524,Potential Loyalists
CUST-1907,163,2,290.62,2,2,3,223,Lost Customers
CUST-1908,10,4,424.19,5,4,4,544,Champions
CUST-1909,111,3,208.85,3,3,2,332,Loyal Customers
CUST-1911,31,4,465.62,4,4,4,444,Champions
CUST-1912,6,1,43.51,5,1,1,511,Potential Loyalists
CUST-1913,15,4,293.14,5,4,3,543,Champions
CUST-1914,181,3,348.28000000000003,2,3,3,233,At Risk
CUST-1915,81,6,710.0699999999999,3,5,5,355,Loyal Customers
CUST-1916,9,4,511.63,5,4,4,544,Champions
CUST-1917,72,3,265.92,3,3,3,333,Loyal Customers
CUST-1918,53,3,297.4,4,3,3,433,Loyal Customers
CUST-1919,197,2,726.18,1,2,5,125,Lost Customers
CUST-1920,152,5,589.13,2,5,5,255,At Risk
CUST-1921,122,1,337.32,2,1,3,213,Lost Customers
CUST-1922,92,1,63.71,3,1,1,311,New Customers
CUST-1923,184,2,249.89999999999998,2,2,3,223,Lost Customers
CUST-1924,144,1,146.55,2,1,2,212,Lost Customers
CUST-1925,89,3,839.63,3,3,5,335,Loyal Customers
CUST-1927,216,2,192.82999999999998,1,2,2,122,Lost Customers
CUST-1928,49,4,265.99,4,4,3,443,Champions
CUST-1929,27,3,362.46,5,3,4,534,Loyal Customers
CUST-1930,192,4,532.3,2,4,4,244,At Risk
CUST-1931,347,1,36.5,1,1,1,111,Lost Customers
CUST-1932,74,5,557.53,3,5,4,354,Loyal Customers
CUST-1933,27,3,338.82,5,3,3,533,Loyal Customers
CUST-1934,118,2,165.94,3,2,2,322,New Customers
CUST-1935,129,4,860.07,2,4,5,245,At Risk
CUST-1936,14,2,102.14,5,2,1,521,Potential Loyalists
CUST-1937,106,2,77.1,3,2,1,321,New Customers
CUST-1938,194,3,298.37,2,3,3,233,At Risk
CUST-1939,53,5,487.37,4,5,4,454,Champions
CUST-1940,75,2,131.0,3,2,2,322,New Customers
CUST-1941,25,4,815.9,5,4,5,545,Champions
CUST-1942,33,5,1121.93,4,5,5,455,Champions
CUST-1943,140,4,334.35,2,4,3,243,At Risk
CUST-1944,35,3,290.78999999999996,4,3,3,433,Loyal Customers
CUST-1945,120,1,26.9,2,1,1,211,Lost Customers
CUST-1946,343,1,41.57,1,1,1,111,Lost Customers
CUST-1947,27,4,190.97,5,4,2,542,Champions
CUST-1948,100,2,118.89,3,2,2,322,New Customers
CUST-1949,125,3,129.68,2,3,2,232,At Risk
CUST-1950,66,2,170.52,4,2,2,422,Potential Loyalists
CUST-1951,75,2,235.25,3,2,3,323,New Customers
CUST-1952,33,4,426.68,4,4,4,444,Champions
CUST-1953,303,2,224.55,1,2,3,123,Lost Customers
