invoice_id,customer_id,transaction_date,product,category,quantity,unit_price,total_price,country
INV-19760,CUST-2493,2023-01-29,Coffee Mug,Home & Garden,3,56.45,169.35,United States
INV-11540,CUST-1173,2023-01-30,Phone Case,Electronics,1,47.4,47.4,Sweden
INV-10370,CUST-2151,2023-01-30,Sweater,Clothing,1,105.75,105.75,Italy
INV-14767,CUST-4658,2023-01-30,USB Cable,Electronics,1,19.41,19.41,Italy
INV-10744,CUST-4873,2023-01-30,Travel Guide,Books,1,36.25,36.25,Sweden
INV-17297,CUST-1679,2023-01-30,Webcam,Electronics,1,96.53,96.53,Italy
INV-15948,CUST-1891,2023-01-30,Phone Case,Electronics,1,79.38,79.38,Spain
INV-14323,CUST-4600,2023-01-30,Jacket,Clothing,1,107.74,107.74,France
INV-15165,CUST-1866,2023-01-30,Keyboard,Electronics,2,51.84,103.68,Netherlands
INV-17957,CUST-1938,2023-01-30,Water Bottle,Sports,2,106.85,213.7,Germany
INV-12756,CUST-3925,2023-01-30,Self-Help Book,Books,1,27.71,27.71,Germany
INV-10527,CUST-4312,2023-01-30,Keyboard,Electronics,1,95.61,95.61,Canada
INV-11264,CUST-2293,2023-01-30,Phone Case,Electronics,1,139.54,139.54,Sweden
INV-18520,CUST-4110,2023-01-30,Self-Help Book,Books,3,47.06,141.18,France
INV-10041,CUST-1205,2023-01-30,Headphones,Electronics,1,114.32,114.32,Australia
INV-15411,CUST-4223,2023-01-30,Cushion,Home & Garden,1,75.76,75.76,Spain
INV-15401,CUST-2051,2023-01-30,Textbook,Books,1,36.12,36.12,Italy
INV-17074,CUST-4401,2023-01-30,Dumbbell Set,Sports,4,128.08,512.32,Spain
INV-15421,CUST-1613,2023-01-30,Water Bottle,Sports,1,108.12,108.12,Australia
INV-10042,CUST-4935,2023-01-30,Running Shoes,Sports,3,108.03,324.09,Germany
INV-13951,CUST-2350,2023-01-30,Jeans,Clothing,2,65.03,130.06,Italy
INV-15363,CUST-1887,2023-01-30,Jacket,Clothing,1,117.5,117.5,France
INV-16373,CUST-2740,2023-01-30,Lamp,Home & Garden,1,77.77,77.77,United Kingdom
INV-14597,CUST-2656,2023-01-30,Dumbbell Set,Sports,2,78.59,157.18,Sweden
INV-12275,CUST-1228,2023-01-30,Lamp,Home & Garden,2,21.28,42.56,Australia
INV-17371,CUST-2005,2023-01-30,Jacket,Clothing,2,70.68,141.36,United Kingdom
INV-17644,CUST-4101,2023-01-30,Football,Sports,1,139.44,139.44,Germany
INV-19103,CUST-2601,2023-01-30,Webcam,Electronics,2,77.17,154.34,France
INV-17366,CUST-1916,2023-01-30,Football,Sports,1,150.75,150.75,Netherlands
INV-13284,CUST-1635,2023-01-30,Plant Pot,Home & Garden,1,79.55,79.55,Australia
INV-15918,CUST-1088,2023-01-30,USB Cable,Electronics,2,77.6,155.2,Italy
INV-16468,CUST-2954,2023-01-30,Cookbook,Books,1,23.37,23.37,Australia
INV-13112,CUST-1150,2023-01-31,Webcam,Electronics,4,92.11,368.44,Netherlands
INV-18881,CUST-2297,2023-01-31,Lamp,Home & Garden,1,51.12,51.12,Spain
INV-12901,CUST-4150,2023-01-31,Picture Frame,Home & Garden,1,40.39,40.39,Netherlands
INV-14139,CUST-1327,2023-01-31,Travel Guide,Books,4,13.99,55.96,Spain
INV-18160,CUST-1639,2023-01-31,Travel Guide,Books,1,20.33,20.33,United States
INV-13523,CUST-2859,2023-01-31,Football,Sports,1,92.94,92.94,Spain
INV-14224,CUST-1638,2023-01-31,Webcam,Electronics,3,104.39,313.17,Sweden
INV-13671,CUST-1513,2023-01-31,Keyboard,Electronics,2,146.62,293.24,Spain
INV-14114,CUST-1965,2023-01-31,Webcam,Electronics,1,123.86,123.86,Spain
INV-16933,CUST-4854,2023-01-31,Shoes,Clothing,3,95.26,285.78,Italy
INV-12113,CUST-1207,2023-01-31,Cookbook,Books,2,21.21,42.42,Spain
INV-17651,CUST-2718,2023-01-31,Keyboard,Electronics,2,36.38,72.76,United States
INV-17616,CUST-2644,2023-01-31,Candle,Home & Garden,1,39.24,39.24,Germany
INV-15619,CUST-4294,2023-01-31,Football,Sports,3,124.74,374.22,Canada
INV-17416,CUST-1400,2023-01-31,Picture Frame,Home & Garden,1,70.22,70.22,Germany
INV-12245,CUST-2877,2023-01-31,Jacket,Clothing,1,38.83,38.83,Australia
INV-15915,CUST-1381,2023-01-31,Yoga Mat,Sports,4,34.48,137.92,France
INV-11347,CUST-1522,2023-01-31,Running Shoes,Sports,1,49.4,49.4,United States
INV-17918,CUST-1052,2023-01-31,Headphones,Electronics,4,147.72,590.88,Canada
INV-10038,CUST-1674,2023-01-31,Jeans,Clothing,1,60.64,60.64,Spain
INV-10774,CUST-1882,2023-01-31,Tennis Racket,Sports,1,23.83,23.83,Germany
INV-17328,CUST-1808,2023-01-31,Cookbook,Books,1,21.39,21.39,France
INV-16233,CUST-3269,2023-01-31,Water Bottle,Sports,1,133.19,133.19,Germany
INV-16400,CUST-2887,2023-01-31,Tennis Racket,Sports,3,127.25,381.75,France
INV-16413,CUST-3707,2023-01-31,Cushion,Home & Garden,5,39.43,197.15,Australia
INV-17222,CUST-1533,2023-01-31,Running Shoes,Sports,2,185.76,371.52,Germany
INV-16436,CUST-2074,2023-01-31,T-Shirt,Clothing,3,39.47,118.41,Australia
INV-16826,CUST-2084,2023-01-31,Sweater,Clothing,1,24.31,24.31,United Kingdom
INV-16982,CUST-2140,2023-01-31,Webcam,Electronics,2,62.64,125.28,Australia
INV-10535,CUST-1044,2023-01-31,Sweater,Clothing,4,91.69,366.76,Australia
INV-11462,CUST-2535,2023-01-31,Webcam,Electronics,1,91.56,91.56,France
INV-16205,CUST-1238,2023-01-31,Wireless Mouse,Electronics,1,70.49,70.49,Canada
INV-10815,CUST-2456,2023-01-31,Dumbbell Set,Sports,5,187.21,936.05,United States
INV-13575,CUST-3617,2023-01-31,Self-Help Book,Books,2,43.19,86.38,Sweden
INV-15250,CUST-4292,2023-01-31,Picture Frame,Home & Garden,1,30.68,30.68,Germany
INV-12371,CUST-2074,2023-02-01,Biography,Books,1,40.03,40.03,Netherlands
INV-11263,CUST-2610,2023-02-01,Candle,Home & Garden,3,38.12,114.36,Spain
INV-17700,CUST-3836,2023-02-01,Water Bottle,Sports,1,90.37,90.37,Netherlands
INV-16346,CUST-1934,2023-02-01,T-Shirt,Clothing,2,56.92,113.84,Netherlands
INV-19418,CUST-1520,2023-02-01,Self-Help Book,Books,2,27.39,54.78,United States
INV-11865,CUST-4898,2023-02-01,Running Shoes,Sports,1,122.28,122.28,France
INV-10959,CUST-2512,2023-02-01,Tennis Racket,Sports,1,89.78,89.78,Canada
INV-17573,CUST-2232,2023-02-01,Cushion,Home & Garden,2,20.54,41.08,United Kingdom
INV-16252,CUST-3055,2023-02-01,USB Cable,Electronics,1,130.37,130.37,Canada
INV-14269,CUST-2113,2023-02-01,Keyboard,Electronics,1,49.46,49.46,Canada
INV-16960,CUST-4144,2023-02-01,Picture Frame,Home & Garden,1,27.07,27.07,Australia
INV-18396,CUST-1114,2023-02-01,Headphones,Electronics,3,103.35,310.05,Canada
INV-12939,CUST-4325,2023-02-01,Dumbbell Set,Sports,1,95.97,95.97,Germany
INV-10034,CUST-1824,2023-02-01,Self-Help Book,Books,1,44.55,44.55,United Kingdom
INV-13533,CUST-1084,2023-02-01,Coffee Mug,Home & Garden,3,71.51,214.53,United States
INV-10349,CUST-2697,2023-02-01,Football,Sports,4,81.93,327.72,United Kingdom
INV-13009,CUST-4281,2023-02-01,Webcam,Electronics,1,62.74,62.74,Netherlands
INV-13033,CUST-4757,2023-02-01,Plant Pot,Home & Garden,3,36.09,108.27,Canada
INV-18025,CUST-1638,2023-02-01,Candle,Home & Garden,1,71.1,71.1,Canada
INV-11583,CUST-4253,2023-02-01,Cushion,Home & Garden,1,77.72,77.72,Sweden
INV-15114,CUST-3311,2023-02-01,Yoga Mat,Sports,2,48.99,97.98,Germany
INV-11664,CUST-4835,2023-02-01,Sweater,Clothing,5,76.82,384.1,Spain
INV-14500,CUST-2686,2023-02-01,Tennis Racket,Sports,3,177.72,533.16,France
INV-13350,CUST-1022,2023-02-01,Fiction Novel,Books,2,39.5,79.0,United States
INV-12893,CUST-1907,2023-02-01,Running Shoes,Sports,1,66.42,66.42,Sweden
INV-18070,CUST-3961,2023-02-01,Picture Frame,Home & Garden,1,78.9,78.9,Netherlands
INV-19784,CUST-1999,2023-02-02,Wireless Mouse,Electronics,2,65.25,130.5,United States
INV-11241,CUST-2097,2023-02-02,Headphones,Electronics,2,17.57,35.14,Netherlands
INV-19101,CUST-4999,2023-02-02,Dumbbell Set,Sports,1,163.64,163.64,Germany
INV-14214,CUST-3105,2023-02-02,Picture Frame,Home & Garden,2,60.09,120.18,Italy
INV-10256,CUST-1227,2023-02-02,USB Cable,Electronics,3,71.68,215.04,Italy
INV-17467,CUST-3806,2023-02-02,Cushion,Home & Garden,1,66.4,66.4,Canada
INV-15682,CUST-4926,2023-02-02,Running Shoes,Sports,2,87.24,174.48,Netherlands
INV-19445,CUST-1774,2023-02-02,Running Shoes,Sports,4,61.88,247.52,Italy
INV-19599,CUST-1460,2023-02-02,Webcam,Electronics,2,129.9,259.8,United States
INV-16227,CUST-3125,2023-02-02,Biography,Books,3,34.29,102.87,Germany
INV-18615,CUST-2822,2023-02-02,Fiction Novel,Books,5,14.92,74.6,United Kingdom
INV-16647,CUST-1737,2023-02-02,Fiction Novel,Books,1,33.45,33.45,Australia
INV-12349,CUST-1072,2023-02-02,Cushion,Home & Garden,1,70.49,70.49,Italy
INV-12582,CUST-1664,2023-02-02,Headphones,Electronics,3,123.59,370.77,United Kingdom
INV-13270,CUST-1607,2023-02-02,Candle,Home & Garden,3,49.67,149.01,Spain
INV-10589,CUST-1688,2023-02-02,Tennis Racket,Sports,2,67.3,134.6,Italy
INV-16681,CUST-3959,2023-02-02,Yoga Mat,Sports,1,112.37,112.37,Australia
INV-14359,CUST-3636,2023-02-02,Phone Case,Electronics,1,133.42,133.42,United States
INV-10686,CUST-4096,2023-02-02,Webcam,Electronics,2,105.9,211.8,Sweden
INV-10462,CUST-4259,2023-02-02,Phone Case,Electronics,5,27.57,137.85,Australia
INV-13283,CUST-1953,2023-02-02,Phone Case,Electronics,1,104.46,104.46,Canada
INV-15043,CUST-4861,2023-02-02,T-Shirt,Clothing,1,45.42,45.42,Canada
INV-16828,CUST-1152,2023-02-02,Webcam,Electronics,2,33.35,66.7,Netherlands
INV-12167,CUST-2601,2023-02-02,Phone Case,Electronics,3,130.59,391.77,Canada
INV-18714,CUST-2197,2023-02-02,USB Cable,Electronics,2,55.36,110.72,Canada
INV-17742,CUST-4684,2023-02-02,T-Shirt,Clothing,1,65.43,65.43,Netherlands
INV-18648,CUST-1739,2023-02-02,Picture Frame,Home & Garden,1,28.98,28.98,Canada
INV-11812,CUST-1253,2023-02-02,Hat,Clothing,3,109.25,327.75,Spain
INV-13700,CUST-1724,2023-02-02,Sweater,Clothing,1,26.11,26.11,United Kingdom
INV-16469,CUST-1474,2023-02-02,Hat,Clothing,2,33.59,67.18,Sweden
INV-16405,CUST-1775,2023-02-02,Jacket,Clothing,3,52.36,157.08,Italy
INV-17385,CUST-4320,2023-02-03,Plant Pot,Home & Garden,1,18.21,18.21,United States
INV-12298,CUST-2486,2023-02-03,Plant Pot,Home & Garden,4,62.05,248.2,Canada
INV-12296,CUST-1175,2023-02-03,Tennis Racket,Sports,3,151.03,453.09,United Kingdom
INV-17318,CUST-1672,2023-02-03,Coffee Mug,Home & Garden,2,63.9,127.8,Netherlands
INV-19460,CUST-1135,2023-02-03,Headphones,Electronics,1,99.05,99.05,Germany
INV-16711,CUST-4763,2023-02-03,Candle,Home & Garden,2,77.07,154.14,Spain
INV-10577,CUST-1637,2023-02-03,Dumbbell Set,Sports,2,166.89,333.78,Germany
INV-14850,CUST-2059,2023-02-03,Webcam,Electronics,1,39.89,39.89,Canada
INV-11123,CUST-1744,2023-02-03,Yoga Mat,Sports,3,152.16,456.48,Germany
INV-10234,CUST-2350,2023-02-03,Cushion,Home & Garden,3,51.85,155.55,Australia
INV-18528,CUST-2181,2023-02-03,Jacket,Clothing,2,27.63,55.26,United States
INV-18031,CUST-4033,2023-02-03,Picture Frame,Home & Garden,3,18.58,55.74,Germany
INV-19313,CUST-2403,2023-02-03,Lamp,Home & Garden,1,75.56,75.56,Sweden
INV-13199,CUST-1633,2023-02-03,Jacket,Clothing,1,105.63,105.63,Germany
INV-16742,CUST-2596,2023-02-03,T-Shirt,Clothing,1,60.87,60.87,Germany
INV-12965,CUST-2581,2023-02-03,Running Shoes,Sports,1,89.38,89.38,Italy
INV-19927,CUST-4874,2023-02-03,Cookbook,Books,2,26.95,53.9,Canada
INV-11953,CUST-1022,2023-02-04,Fiction Novel,Books,1,22.71,22.71,Italy
INV-11411,CUST-1169,2023-02-04,Sweater,Clothing,1,87.03,87.03,Italy
INV-15968,CUST-1527,2023-02-04,Jacket,Clothing,1,20.14,20.14,Germany
INV-19730,CUST-1289,2023-02-04,Candle,Home & Garden,2,74.5,149.0,United States
INV-18334,CUST-3163,2023-02-04,Webcam,Electronics,2,104.8,209.6,France
INV-16719,CUST-3341,2023-02-04,Lamp,Home & Garden,1,35.5,35.5,Sweden
INV-11616,CUST-1463,2023-02-04,Self-Help Book,Books,3,38.85,116.55,Italy
INV-13410,CUST-4806,2023-02-04,Jacket,Clothing,1,32.77,32.77,United Kingdom
INV-14222,CUST-1256,2023-02-04,Plant Pot,Home & Garden,2,56.12,112.24,Spain
INV-13425,CUST-2444,2023-02-04,Tennis Racket,Sports,3,179.58,538.74,Netherlands
INV-10259,CUST-2952,2023-02-04,Hat,Clothing,2,86.82,173.64,Australia
INV-11128,CUST-3040,2023-02-04,Hat,Clothing,1,114.24,114.24,United States
INV-19084,CUST-2865,2023-02-04,Jacket,Clothing,2,115.36,230.72,Italy
INV-13899,CUST-2807,2023-02-04,Coffee Mug,Home & Garden,4,14.97,59.88,United States
INV-16508,CUST-2387,2023-02-04,Football,Sports,1,161.7,161.7,Italy
INV-19422,CUST-4399,2023-02-04,Keyboard,Electronics,4,92.44,369.76,United States
INV-11345,CUST-2214,2023-02-04,Lamp,Home & Garden,1,23.47,23.47,Sweden
INV-15020,CUST-2155,2023-02-04,Picture Frame,Home & Garden,1,69.69,69.69,Australia
INV-12916,CUST-4256,2023-02-04,Keyboard,Electronics,2,145.29,290.58,United States
INV-12417,CUST-2038,2023-02-04,Wireless Mouse,Electronics,1,54.93,54.93,United Kingdom
INV-16870,CUST-2057,2023-02-04,Fiction Novel,Books,4,22.69,90.76,United Kingdom
INV-14582,CUST-1565,2023-02-04,Lamp,Home & Garden,1,51.03,51.03,Sweden
INV-18159,CUST-4641,2023-02-04,Keyboard,Electronics,1,102.23,102.23,United Kingdom
INV-14786,CUST-1447,2023-02-04,Water Bottle,Sports,4,185.6,742.4,Spain
INV-10877,CUST-2141,2023-02-04,Hat,Clothing,4,113.3,453.2,Australia
INV-19435,CUST-4431,2023-02-04,Cookbook,Books,1,44.37,44.37,Netherlands
INV-18019,CUST-4870,2023-02-04,Football,Sports,2,144.19,288.38,United States
INV-12514,CUST-2443,2023-02-04,Tennis Racket,Sports,4,103.26,413.04,Italy
INV-10199,CUST-1186,2023-02-04,Candle,Home & Garden,2,76.75,153.5,Italy
INV-11581,CUST-2977,2023-02-04,Candle,Home & Garden,2,41.39,82.78,Spain
INV-12355,CUST-2841,2023-02-04,Coffee Mug,Home & Garden,1,47.05,47.05,Canada
INV-19956,CUST-1721,2023-02-04,Plant Pot,Home & Garden,1,41.03,41.03,France
INV-12264,CUST-1751,2023-02-04,T-Shirt,Clothing,1,83.76,83.76,Italy
INV-10207,CUST-1581,2023-02-05,USB Cable,Electronics,2,132.43,264.86,Spain
INV-13563,CUST-2437,2023-02-05,Shoes,Clothing,4,93.5,374.0,Spain
INV-14790,CUST-3744,2023-02-05,Self-Help Book,Books,3,33.57,100.71,Italy
INV-13546,CUST-2486,2023-02-05,USB Cable,Electronics,3,100.85,302.55,United States
INV-17108,CUST-2740,2023-02-05,Tennis Racket,Sports,1,22.09,22.09,United States
INV-15437,CUST-1377,2023-02-05,Yoga Mat,Sports,3,34.6,103.8,United States
INV-14879,CUST-2262,2023-02-05,Hat,Clothing,2,88.86,177.72,Canada
INV-11262,CUST-1347,2023-02-05,Webcam,Electronics,1,34.65,34.65,Netherlands
INV-19498,CUST-2212,2023-02-05,Lamp,Home & Garden,1,52.18,52.18,United States
INV-14036,CUST-2126,2023-02-05,Coffee Mug,Home & Garden,5,36.31,181.55,Australia
INV-16580,CUST-1199,2023-02-05,Phone Case,Electronics,1,39.89,39.89,France
INV-16299,CUST-3056,2023-02-05,Dumbbell Set,Sports,1,76.09,76.09,United States
INV-18884,CUST-2245,2023-02-05,T-Shirt,Clothing,1,111.69,111.69,United Kingdom
INV-16114,CUST-2166,2023-02-05,Jeans,Clothing,1,68.47,68.47,Canada
INV-11666,CUST-1560,2023-02-05,Biography,Books,1,20.08,20.08,Germany
INV-16086,CUST-4405,2023-02-05,Picture Frame,Home & Garden,1,43.12,43.12,Sweden
INV-14573,CUST-1122,2023-02-05,Fiction Novel,Books,2,44.22,88.44,United Kingdom
INV-19713,CUST-2603,2023-02-05,Candle,Home & Garden,4,58.59,234.36,Sweden
INV-17394,CUST-2882,2023-02-05,Dumbbell Set,Sports,4,56.67,226.68,United States
INV-19922,CUST-2223,2023-02-05,T-Shirt,Clothing,1,25.53,25.53,Italy
INV-17484,CUST-3081,2023-02-05,Fiction Novel,Books,4,30.76,123.04,Canada
INV-17852,CUST-2853,2023-02-05,Self-Help Book,Books,1,33.2,33.2,Spain
INV-13738,CUST-2938,2023-02-05,Shoes,Clothing,3,117.47,352.41,Spain
INV-13320,CUST-3507,2023-02-06,Lamp,Home & Garden,3,57.82,173.46,Australia
INV-14453,CUST-2649,2023-02-06,Cookbook,Books,1,39.1,39.1,United Kingdom
INV-11821,CUST-3331,2023-02-06,Water Bottle,Sports,1,163.3,163.3,Spain
INV-16465,CUST-2460,2023-02-06,USB Cable,Electronics,2,83.53,167.06,Netherlands
INV-14933,CUST-1500,2023-02-06,Sweater,Clothing,3,73.67,221.01,France
INV-13107,CUST-3223,2023-02-06,Tennis Racket,Sports,3,144.26,432.78,United Kingdom
INV-17243,CUST-1373,2023-02-06,USB Cable,Electronics,1,85.61,85.61,United Kingdom
INV-17713,CUST-2889,2023-02-06,Webcam,Electronics,1,95.02,95.02,Australia
INV-11818,CUST-2395,2023-02-06,T-Shirt,Clothing,1,55.96,55.96,Netherlands
INV-12445,CUST-1598,2023-02-06,T-Shirt,Clothing,2,37.24,74.48,Netherlands
INV-13827,CUST-1891,2023-02-06,T-Shirt,Clothing,2,107.07,214.14,Sweden
INV-12185,CUST-2802,2023-02-06,Coffee Mug,Home & Garden,2,47.89,95.78,Germany
INV-15720,CUST-4979,2023-02-06,Webcam,Electronics,1,93.17,93.17,United Kingdom
INV-18172,CUST-2986,2023-02-06,Candle,Home & Garden,1,77.81,77.81,United States
INV-10128,CUST-1244,2023-02-06,Water Bottle,Sports,4,134.81,539.24,Germany
INV-10126,CUST-3815,2023-02-06,USB Cable,Electronics,1,53.89,53.89,Italy
INV-14989,CUST-4465,2023-02-06,Wireless Mouse,Electronics,1,125.43,125.43,Spain
INV-10216,CUST-2626,2023-02-06,Shoes,Clothing,2,75.87,151.74,Australia
INV-13067,CUST-1797,2023-02-07,Cushion,Home & Garden,1,41.68,41.68,Spain
INV-15819,CUST-3830,2023-02-07,Running Shoes,Sports,2,89.6,179.2,Netherlands
INV-18585,CUST-1463,2023-02-07,Keyboard,Electronics,1,47.85,47.85,Netherlands
INV-10193,CUST-2841,2023-02-07,Self-Help Book,Books,1,37.44,37.44,Italy
INV-15017,CUST-2096,2023-02-07,USB Cable,Electronics,1,34.68,34.68,Canada
INV-10751,CUST-2030,2023-02-07,Keyboard,Electronics,2,38.63,77.26,Netherlands
INV-14247,CUST-1536,2023-02-07,Water Bottle,Sports,3,62.62,187.86,Germany
INV-18351,CUST-1006,2023-02-07,Dumbbell Set,Sports,2,149.04,298.08,United States
INV-19451,CUST-2214,2023-02-07,Coffee Mug,Home & Garden,1,69.84,69.84,Sweden
INV-19473,CUST-1680,2023-02-07,Shoes,Clothing,1,76.68,76.68,France
INV-13117,CUST-3020,2023-02-07,USB Cable,Electronics,1,36.69,36.69,United States
INV-15547,CUST-3395,2023-02-07,Sweater,Clothing,1,28.93,28.93,Sweden
INV-19717,CUST-4927,2023-02-07,Lamp,Home & Garden,1,78.61,78.61,Italy
INV-17818,CUST-3909,2023-02-07,Cookbook,Books,1,19.83,19.83,Canada
INV-19196,CUST-2822,2023-02-07,Jeans,Clothing,3,78.12,234.36,Germany
INV-10162,CUST-2809,2023-02-07,Webcam,Electronics,2,136.66,273.32,Germany
INV-16552,CUST-2910,2023-02-07,Hat,Clothing,4,36.67,146.68,Spain
INV-17681,CUST-1025,2023-02-07,Self-Help Book,Books,2,18.08,36.16,United Kingdom
INV-15021,CUST-1263,2023-02-07,Sweater,Clothing,1,91.98,91.98,United Kingdom
INV-16571,CUST-2260,2023-02-07,Lamp,Home & Garden,1,58.37,58.37,Italy
INV-18095,CUST-2039,2023-02-07,Headphones,Electronics,5,132.1,660.5,Germany
INV-15331,CUST-4021,2023-02-08,Dumbbell Set,Sports,1,132.71,132.71,Spain
INV-11739,CUST-4980,2023-02-08,Hat,Clothing,3,84.71,254.13,United Kingdom
INV-15009,CUST-2266,2023-02-08,Running Shoes,Sports,3,108.85,326.55,United Kingdom
INV-14510,CUST-2366,2023-02-08,Yoga Mat,Sports,3,109.09,327.27,Spain
INV-16456,CUST-2763,2023-02-08,Picture Frame,Home & Garden,1,71.15,71.15,Germany
INV-18003,CUST-2817,2023-02-08,Cushion,Home & Garden,1,26.95,26.95,Australia
INV-15869,CUST-2446,2023-02-08,Wireless Mouse,Electronics,2,32.41,64.82,Canada
INV-18254,CUST-2928,2023-02-08,Candle,Home & Garden,4,53.4,213.6,Sweden
INV-17964,CUST-2778,2023-02-08,Dumbbell Set,Sports,2,152.8,305.6,Spain
INV-19642,CUST-2866,2023-02-08,Sweater,Clothing,1,48.27,48.27,Italy
INV-17517,CUST-3859,2023-02-08,Yoga Mat,Sports,3,93.93,281.79,Canada
INV-15245,CUST-2145,2023-02-08,Dumbbell Set,Sports,4,176.94,707.76,Canada
INV-13343,CUST-1395,2023-02-08,Hat,Clothing,3,113.02,339.06,Germany
INV-10757,CUST-2135,2023-02-08,Plant Pot,Home & Garden,1,30.11,30.11,Australia
INV-19056,CUST-2671,2023-02-08,Hat,Clothing,1,116.51,116.51,Sweden
INV-17368,CUST-1151,2023-02-08,Football,Sports,2,52.45,104.9,Australia
INV-16316,CUST-2046,2023-02-08,Cookbook,Books,1,17.49,17.49,Australia
INV-11824,CUST-3188,2023-02-08,Coffee Mug,Home & Garden,1,71.07,71.07,Canada
INV-10396,CUST-3803,2023-02-08,Hat,Clothing,1,108.76,108.76,United States
INV-14088,CUST-1466,2023-02-08,Wireless Mouse,Electronics,2,144.72,289.44,United States
INV-10622,CUST-2481,2023-02-08,Football,Sports,4,106.41,425.64,Netherlands
INV-19768,CUST-3822,2023-02-08,Yoga Mat,Sports,2,195.47,390.94,Italy
INV-15138,CUST-3643,2023-02-08,Fiction Novel,Books,1,10.05,10.05,Italy
INV-17890,CUST-4061,2023-02-09,Headphones,Electronics,2,138.35,276.7,France
INV-13660,CUST-1248,2023-02-09,Keyboard,Electronics,1,39.89,39.89,Italy
INV-11610,CUST-3521,2023-02-09,USB Cable,Electronics,4,28.73,114.92,Australia
INV-12012,CUST-3644,2023-02-09,Lamp,Home & Garden,2,67.63,135.26,Spain
INV-13848,CUST-4184,2023-02-09,Wireless Mouse,Electronics,1,108.4,108.4,Australia
INV-15277,CUST-2048,2023-02-09,Lamp,Home & Garden,1,35.75,35.75,Italy
INV-18063,CUST-1366,2023-02-09,Dumbbell Set,Sports,2,42.16,84.32,Germany
INV-11278,CUST-2512,2023-02-09,Webcam,Electronics,1,134.95,134.95,Italy
INV-12577,CUST-1637,2023-02-09,Candle,Home & Garden,2,79.85,159.7,United Kingdom
INV-19297,CUST-3092,2023-02-09,Self-Help Book,Books,1,27.95,27.95,Sweden
INV-18142,CUST-1260,2023-02-09,Picture Frame,Home & Garden,1,57.03,57.03,Canada
INV-10398,CUST-2225,2023-02-09,Shoes,Clothing,3,34.42,103.26,Spain
INV-14832,CUST-2758,2023-02-09,Football,Sports,4,183.08,732.32,United Kingdom
INV-19548,CUST-1218,2023-02-09,Keyboard,Electronics,3,92.17,276.51,Canada
INV-18216,CUST-4335,2023-02-09,Hat,Clothing,2,60.43,120.86,United Kingdom
INV-14732,CUST-1224,2023-02-09,Sweater,Clothing,1,88.64,88.64,Canada
INV-10221,CUST-3090,2023-02-09,Cushion,Home & Garden,1,33.77,33.77,Germany
INV-14593,CUST-3070,2023-02-09,USB Cable,Electronics,1,27.17,27.17,Australia
INV-10844,CUST-2481,2023-02-09,Coffee Mug,Home & Garden,2,49.93,99.86,France
INV-14480,CUST-1962,2023-02-09,Hat,Clothing,4,39.45,157.8,France
INV-16062,CUST-3485,2023-02-09,USB Cable,Electronics,4,103.42,413.68,Italy
INV-18842,CUST-2387,2023-02-09,Jeans,Clothing,1,28.67,28.67,France
INV-16170,CUST-3491,2023-02-09,Keyboard,Electronics,1,142.63,142.63,France
INV-19857,CUST-3366,2023-02-09,Biography,Books,1,48.09,48.09,Canada
INV-11841,CUST-2024,2023-02-09,Running Shoes,Sports,1,103.56,103.56,United Kingdom
INV-17271,CUST-4059,2023-02-09,Football,Sports,1,128.04,128.04,United Kingdom
INV-11758,CUST-1699,2023-02-09,Self-Help Book,Books,1,23.36,23.36,Canada
INV-17111,CUST-1892,2023-02-09,Yoga Mat,Sports,1,73.84,73.84,Spain
INV-13098,CUST-2308,2023-02-10,Wireless Mouse,Electronics,1,36.32,36.32,United States
INV-11106,CUST-2740,2023-02-10,Hat,Clothing,1,42.66,42.66,Germany
INV-12599,CUST-2662,2023-02-10,Candle,Home & Garden,2,68.9,137.8,Netherlands
INV-12491,CUST-2075,2023-02-10,T-Shirt,Clothing,2,81.54,163.08,Canada
INV-18791,CUST-1648,2023-02-10,Water Bottle,Sports,1,53.59,53.59,Netherlands
INV-13189,CUST-2508,2023-02-10,Dumbbell Set,Sports,1,185.15,185.15,United Kingdom
INV-12086,CUST-2987,2023-02-10,Keyboard,Electronics,2,89.69,179.38,Netherlands
INV-12362,CUST-1754,2023-02-10,Jeans,Clothing,1,49.61,49.61,Spain
INV-18997,CUST-1753,2023-02-10,Textbook,Books,2,43.48,86.96,United Kingdom
INV-12975,CUST-2730,2023-02-10,Textbook,Books,1,11.78,11.78,Italy
INV-15843,CUST-3134,2023-02-10,Sweater,Clothing,1,110.38,110.38,France
INV-10565,CUST-2399,2023-02-10,Jeans,Clothing,1,100.85,100.85,Spain
INV-15470,CUST-1624,2023-02-10,Webcam,Electronics,2,49.82,99.64,Canada
INV-17049,CUST-4282,2023-02-10,Football,Sports,3,112.4,337.2,Sweden
INV-17244,CUST-2308,2023-02-10,Biography,Books,1,35.5,35.5,Netherlands
INV-14941,CUST-2150,2023-02-10,Sweater,Clothing,1,26.34,26.34,Canada
INV-18629,CUST-1860,2023-02-10,Travel Guide,Books,3,23.19,69.57,Canada
INV-14639,CUST-2543,2023-02-10,Keyboard,Electronics,2,80.07,160.14,Italy
INV-15658,CUST-2940,2023-02-10,Running Shoes,Sports,1,155.44,155.44,France
INV-13808,CUST-2433,2023-02-10,Plant Pot,Home & Garden,1,58.89,58.89,Netherlands
